compound	donor	gives to	average probability of donation
M_glcur_e	Firmicutes_sp_DTU-UNIPD959	2	0.02
M_glcur_e	Ilumatobacter_sp_DTU-UNIPD920	1	1.0
M_glcur_e	Limnochordia_sp_DTU-UNIPD962	1	0.05
M_glcur_e	Synergistetes_sp_DTU-UNIPD919	2	1.0
M_glcur_e	Syntrophothermus_sp_DTU-UNIPD934	1	0.26
M_glcur_e	Tepidanaerobacter_sp_DTU-UNIPD928	1	0.01
M_glu__L_e	Acetomicrobium_sp_DTU-UNIPD972	20	0.30166666666666664
M_glu__L_e	Acholeplasmatales_sp_DTU-UNIPD950	6	0.21333333333333335
M_glu__L_e	Acidaminococcales_sp_DTU-UNIPD952	6	0.135
M_glu__L_e	Alcaligenaceae_sp_DTU-UNIPD943	2	1.0
M_glu__L_e	Aminobacterium_colombiense_DTU-UNIPD933	8	0.88625
M_glu__L_e	Azonexus_sp_DTU-UNIPD953	1	1.0
M_glu__L_e	Bacillales_sp_DTU-UNIPD969	23	0.2363768115942029
M_glu__L_e	Bacillus_sp_DTU-UNIPD918	20	0.5495
M_glu__L_e	Bacillus_sp_DTU-UNIPD958	30	0.3989999999999999
M_glu__L_e	Burkholderiales_sp_DTU-UNIPD944	14	0.8102380952380953
M_glu__L_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	5	0.29
M_glu__L_e	Catabacter_sp_DTU-UNIPD932	17	0.6123529411764705
M_glu__L_e	Cloacibacillus_sp_DTU-UNIPD942	25	0.3975999999999999
M_glu__L_e	Clostridia_sp_DTU-UNIPD961	4	0.0975
M_glu__L_e	Clostridiales_sp_DTU-UNIPD926	15	0.6453333333333333
M_glu__L_e	Clostridiales_sp_DTU-UNIPD971	6	0.13
M_glu__L_e	Fermentimonas_massiliensis_DTU-UNIPD960	19	0.7247368421052631
M_glu__L_e	Firmicutes_sp_DTU-UNIPD938	15	0.26866666666666666
M_glu__L_e	Firmicutes_sp_DTU-UNIPD945	11	0.29727272727272724
M_glu__L_e	Firmicutes_sp_DTU-UNIPD954	22	0.5045454545454544
M_glu__L_e	Firmicutes_sp_DTU-UNIPD959	3	0.02
M_glu__L_e	Firmicutes_sp_DTU-UNIPD966	10	0.321
M_glu__L_e	Firmicutes_sp_DTU-UNIPD974	4	0.305
M_glu__L_e	Rikenellaceae_sp_DTU-UNIPD929	5	0.736
M_glu__L_e	Ruminococcaceae_sp_DTU-UNIPD968	7	0.20428571428571432
M_glu__L_e	Sphaerochaeta_sp_DTU-UNIPD955	16	0.7164583333333333
M_glu__L_e	Synergistetes_sp_DTU-UNIPD919	11	0.8675757575757576
M_glu__L_e	Syntrophomonas_sp_DTU-UNIPD935	3	1.0
M_glu__L_e	Syntrophothermus_sp_DTU-UNIPD934	3	1.0
M_glu__L_e	Tepidanaerobacter_sp_DTU-UNIPD928	17	0.2833333333333333
M_glucan4_e	Firmicutes_sp_DTU-UNIPD930	3	0.21000000000000005
M_glucan6_e	Firmicutes_sp_DTU-UNIPD930	4	0.8425
M_gly_e	Acetomicrobium_sp_DTU-UNIPD972	6	0.24444444444444446
M_gly_e	Aminobacterium_colombiense_DTU-UNIPD933	2	0.5700000000000001
M_gly_e	Bacteroidales_sp_DTU-UNIPD936	2	0.5833333333333333
M_gly_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	6	0.17833333333333334
M_gly_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	7	0.3187012987012987
M_gly_e	Cloacibacillus_sp_DTU-UNIPD942	8	0.17625000000000002
M_gly_e	Clostridia_sp_DTU-UNIPD970	7	0.3
M_gly_e	Clostridiales_sp_DTU-UNIPD939	4	0.325
M_gly_e	Firmicutes_sp_DTU-UNIPD938	10	0.219
M_gly_e	Firmicutes_sp_DTU-UNIPD945	3	0.3433333333333333
M_gly_e	Synergistetes_sp_DTU-UNIPD919	2	0.52
M_gly_e	Syntrophomonas_sp_DTU-UNIPD935	1	0.02
M_glyald_e	Actinobacteria_sp_DTU-UNIPD965	1	1.0
M_glyald_e	Bacteroidales_sp_DTU-UNIPD922	3	0.36000000000000004
M_glyald_e	Firmicutes_sp_DTU-UNIPD930	1	1.0
M_glyald_e	Methanoculleus_thermophilus_DTU-UNIPD927	2	0.585
M_glyald_e	Methanothermobacter_wolfeii_DTU-UNIPD957	2	0.52
M_glyb_e	Cloacibacillus_sp_DTU-UNIPD942	1	0.02
M_glyb_e	Firmicutes_sp_DTU-UNIPD938	1	0.01
M_glyb_e	Ilumatobacter_sp_DTU-UNIPD920	1	0.07
M_glyc3p_e	Acetomicrobium_sp_DTU-UNIPD972	19	0.9373684210526315
M_glyc3p_e	Aeromicrobium_sp_DTU-UNIPD973	1	0.13
M_glyc3p_e	Bacteroidales_sp_DTU-UNIPD922	26	0.5011538461538463
M_glyc3p_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	19	0.6247368421052631
M_glyc3p_e	Rikenellaceae_sp_DTU-UNIPD929	11	0.38515151515151513
M_glyc3p_e	Ruminococcaceae_sp_DTU-UNIPD968	11	0.7081818181818181
M_glyc_e	Actinobacteria_sp_DTU-UNIPD965	4	0.11499999999999999
M_glyc_e	Alcaligenaceae_sp_DTU-UNIPD943	1	0.11
M_glyc_e	Azonexus_sp_DTU-UNIPD953	3	0.7033333333333335
M_glyc_e	Bacillus_sp_DTU-UNIPD918	4	0.3425
M_glyc_e	Bacillus_sp_DTU-UNIPD958	7	0.24285714285714288
M_glyc_e	Bacteroidales_sp_DTU-UNIPD922	10	0.07700000000000001
M_glyc_e	Bacteroidales_sp_DTU-UNIPD936	1	0.26
M_glyc_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	3	0.03
M_glyc_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	7	0.14714285714285716
M_glyc_e	Cloacibacillus_sp_DTU-UNIPD942	9	0.18888888888888888
M_glyc_e	Clostridia_sp_DTU-UNIPD924	6	0.3522222222222222
M_glyc_e	Clostridia_sp_DTU-UNIPD948	3	0.013333333333333334
M_glyc_e	Clostridia_sp_DTU-UNIPD951	4	0.065
M_glyc_e	Clostridia_sp_DTU-UNIPD964	7	0.08285714285714287
M_glyc_e	Clostridiales_sp_DTU-UNIPD956	5	0.332
M_glyc_e	Fermentimonas_massiliensis_DTU-UNIPD960	4	0.525
M_glyc_e	Firmicutes_sp_DTU-UNIPD921	11	0.3775757575757575
M_glyc_e	Firmicutes_sp_DTU-UNIPD940	3	0.6733333333333333
M_glyc_e	Firmicutes_sp_DTU-UNIPD945	1	0.01
M_glyc_e	Firmicutes_sp_DTU-UNIPD954	6	0.07333333333333335
M_glyc_e	Firmicutes_sp_DTU-UNIPD974	4	0.26666666666666666
M_glyc_e	Limnochordia_sp_DTU-UNIPD962	6	0.37833333333333335
M_glyc_e	Methanoculleus_thermophilus_DTU-UNIPD927	10	0.148
M_glyc_e	Methanothermobacter_wolfeii_DTU-UNIPD957	12	0.2525
M_glyc_e	Petrimonas_sp_DTU-UNIPD925	2	0.5
M_glyc_e	Pseudorhodobacter_sp_DTU-UNIPD967	3	0.04
M_glyc_e	Synergistetes_sp_DTU-UNIPD919	2	1.0
M_glyc_e	Syntrophothermus_sp_DTU-UNIPD934	4	0.042499999999999996
M_glyclt_e	Aminobacterium_colombiense_DTU-UNIPD933	1	0.05
M_glyclt_e	Bacillus_sp_DTU-UNIPD918	3	0.3466666666666667
M_glyclt_e	Bacillus_sp_DTU-UNIPD958	1	0.16
M_glyclt_e	Clostridiales_sp_DTU-UNIPD956	4	0.2675
M_glyclt_e	Firmicutes_sp_DTU-UNIPD966	1	1.0
M_glyclt_e	Sphaerochaeta_sp_DTU-UNIPD963	1	1.0
M_glyclt_e	Syntrophomonas_sp_DTU-UNIPD935	1	0.04
M_glyclt_e	bin_8_metaspades	2	0.505
M_gthox_e	Burkholderiales_sp_DTU-UNIPD944	1	0.5
M_gthox_e	Catabacter_sp_DTU-UNIPD932	1	0.04
M_gthox_e	Ilumatobacter_sp_DTU-UNIPD920	2	0.44999999999999996
M_gthox_e	Ruminococcaceae_sp_DTU-UNIPD949	2	0.030000000000000002
M_gthrd_e	Acetomicrobium_sp_DTU-UNIPD972	7	0.45428571428571424
M_gthrd_e	Acholeplasmatales_sp_DTU-UNIPD950	2	0.02
M_gthrd_e	Bacillus_sp_DTU-UNIPD918	2	1.0
M_gthrd_e	Burkholderiales_sp_DTU-UNIPD944	1	1.0
M_gthrd_e	Catabacter_sp_DTU-UNIPD932	1	0.5
M_gthrd_e	Cloacibacillus_sp_DTU-UNIPD942	4	0.515
M_gthrd_e	Clostridia_sp_DTU-UNIPD961	3	0.31666666666666665
M_gthrd_e	Clostridiales_sp_DTU-UNIPD926	3	0.21999999999999997
M_gthrd_e	Clostridiales_sp_DTU-UNIPD971	2	0.10500000000000001
M_gthrd_e	Firmicutes_sp_DTU-UNIPD945	2	0.44
M_gthrd_e	Firmicutes_sp_DTU-UNIPD974	1	0.17
M_gthrd_e	Ilumatobacter_sp_DTU-UNIPD920	4	0.765
M_gthrd_e	Petrimonas_sp_DTU-UNIPD925	4	1.0
M_gthrd_e	Ruminococcaceae_sp_DTU-UNIPD949	4	0.5049999999999999
M_gua_e	Azonexus_sp_DTU-UNIPD953	2	1.0
M_gua_e	Bacillus_sp_DTU-UNIPD918	7	0.42333333333333334
M_gua_e	Bacteroidales_sp_DTU-UNIPD922	9	0.26
M_gua_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	8	0.3829166666666666
M_gua_e	Clostridia_sp_DTU-UNIPD924	4	0.75
M_gua_e	Clostridiales_sp_DTU-UNIPD956	4	0.7525
M_gua_e	Clostridiales_sp_DTU-UNIPD971	9	0.3533333333333334
M_h2_e	Actinobacteria_sp_DTU-UNIPD965	12	0.10500000000000002
M_h2_e	Azonexus_sp_DTU-UNIPD953	2	0.09
M_h2_e	Bacillus_sp_DTU-UNIPD918	6	0.3216666666666667
M_h2_e	Bacillus_sp_DTU-UNIPD958	14	0.08071428571428574
M_h2_e	Bacteroidales_sp_DTU-UNIPD922	15	0.07933333333333335
M_h2_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	6	0.04833333333333333
M_h2_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	11	0.13272727272727275
M_h2_e	Cloacibacillus_sp_DTU-UNIPD942	13	0.1153846153846154
M_h2_e	Clostridia_sp_DTU-UNIPD924	8	0.15625000000000003
M_h2_e	Clostridia_sp_DTU-UNIPD948	6	0.24500000000000002
M_h2_e	Clostridia_sp_DTU-UNIPD951	12	0.1277777777777778
M_h2_e	Clostridia_sp_DTU-UNIPD964	17	0.12352941176470592
M_h2_e	Clostridiales_sp_DTU-UNIPD956	11	0.2218181818181818
M_h2_e	Fermentimonas_massiliensis_DTU-UNIPD960	4	0.33
M_h2_e	Firmicutes_sp_DTU-UNIPD921	10	0.13133333333333333
M_h2_e	Firmicutes_sp_DTU-UNIPD940	8	0.16875
M_h2_e	Firmicutes_sp_DTU-UNIPD945	1	0.01
M_h2_e	Firmicutes_sp_DTU-UNIPD954	13	0.06000000000000001
M_h2_e	Firmicutes_sp_DTU-UNIPD959	12	0.13944444444444445
M_h2_e	Firmicutes_sp_DTU-UNIPD974	5	0.308
M_h2_e	Limnochordia_sp_DTU-UNIPD962	9	0.11555555555555556
M_h2_e	Petrimonas_sp_DTU-UNIPD925	1	0.5
M_h2_e	Rikenellaceae_sp_DTU-UNIPD929	1	0.05
M_h2_e	Sphaerochaeta_sp_DTU-UNIPD955	5	0.33266666666666667
M_h2_e	Syntrophothermus_sp_DTU-UNIPD934	5	0.25000000000000006
M_h2co3_e	Clostridia_sp_DTU-UNIPD970	1	0.05
M_h2o2_e	Catabacter_sp_DTU-UNIPD932	1	0.01
M_h2o2_e	Ilumatobacter_sp_DTU-UNIPD920	2	0.034999999999999996
M_h2o2_e	Ruminococcaceae_sp_DTU-UNIPD949	2	0.01
M_h2o_e	Acetomicrobium_sp_DTU-UNIPD972	12	0.21166666666666664
M_h2o_e	Acholeplasmatales_sp_DTU-UNIPD950	27	0.24222222222222223
M_h2o_e	Acidaminococcales_sp_DTU-UNIPD952	4	0.13
M_h2o_e	Actinobacteria_sp_DTU-UNIPD965	27	0.2011111111111111
M_h2o_e	Aeromicrobium_sp_DTU-UNIPD973	17	0.3688235294117647
M_h2o_e	Alcaligenaceae_sp_DTU-UNIPD943	7	0.6690476190476191
M_h2o_e	Aminobacterium_colombiense_DTU-UNIPD933	7	0.43714285714285717
M_h2o_e	Azonexus_sp_DTU-UNIPD953	3	0.3766666666666667
M_h2o_e	Bacillales_sp_DTU-UNIPD969	22	0.2648484848484849
M_h2o_e	Bacillus_sp_DTU-UNIPD918	14	0.2857142857142857
M_h2o_e	Bacillus_sp_DTU-UNIPD958	31	0.20129032258064516
M_h2o_e	Bacteroidales_sp_DTU-UNIPD922	35	0.16028571428571428
M_h2o_e	Bacteroidales_sp_DTU-UNIPD936	5	0.756
M_h2o_e	Burkholderiales_sp_DTU-UNIPD944	10	0.5293448275862069
M_h2o_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	20	0.26549999999999996
M_h2o_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	22	0.2909090909090909
M_h2o_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	23	0.2614492753623189
M_h2o_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	20	0.3088333333333333
M_h2o_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	17	0.38705882352941184
M_h2o_e	Catabacter_sp_DTU-UNIPD932	15	0.5288888888888889
M_h2o_e	Cloacibacillus_sp_DTU-UNIPD942	32	0.20187499999999997
M_h2o_e	Clostridia_sp_DTU-UNIPD924	21	0.4444444444444445
M_h2o_e	Clostridia_sp_DTU-UNIPD946	32	0.26375
M_h2o_e	Clostridia_sp_DTU-UNIPD948	12	0.32611111111111113
M_h2o_e	Clostridia_sp_DTU-UNIPD951	20	0.22016666666666662
M_h2o_e	Clostridia_sp_DTU-UNIPD961	32	0.19406249999999992
M_h2o_e	Clostridia_sp_DTU-UNIPD964	32	0.1965625
M_h2o_e	Clostridia_sp_DTU-UNIPD970	27	0.30444444444444446
M_h2o_e	Clostridiales_sp_DTU-UNIPD926	13	0.3925641025641026
M_h2o_e	Clostridiales_sp_DTU-UNIPD939	19	0.24842105263157893
M_h2o_e	Clostridiales_sp_DTU-UNIPD956	15	0.2655555555555556
M_h2o_e	Clostridiales_sp_DTU-UNIPD971	24	0.32083333333333336
M_h2o_e	Fermentimonas_massiliensis_DTU-UNIPD960	11	0.29454545454545455
M_h2o_e	Firmicutes_sp_DTU-UNIPD921	20	0.397
M_h2o_e	Firmicutes_sp_DTU-UNIPD923	4	0.49666666666666665
M_h2o_e	Firmicutes_sp_DTU-UNIPD930	26	0.34487179487179476
M_h2o_e	Firmicutes_sp_DTU-UNIPD938	27	0.2604938271604938
M_h2o_e	Firmicutes_sp_DTU-UNIPD940	19	0.16421052631578947
M_h2o_e	Firmicutes_sp_DTU-UNIPD945	8	0.21666666666666667
M_h2o_e	Firmicutes_sp_DTU-UNIPD954	22	0.18
M_h2o_e	Firmicutes_sp_DTU-UNIPD959	25	0.26533333333333325
M_h2o_e	Firmicutes_sp_DTU-UNIPD966	8	0.28375
M_h2o_e	Firmicutes_sp_DTU-UNIPD974	12	0.32638888888888884
M_h2o_e	Ilumatobacter_sp_DTU-UNIPD920	19	0.40701754385964906
M_h2o_e	Limnochordia_sp_DTU-UNIPD962	17	0.28823529411764703
M_h2o_e	Limnochordia_sp_DTU-UNIPD975	24	0.23958333333333337
M_h2o_e	Methanoculleus_thermophilus_DTU-UNIPD927	30	0.2975555555555556
M_h2o_e	Methanothermobacter_wolfeii_DTU-UNIPD957	31	0.22419354838709676
M_h2o_e	Petrimonas_sp_DTU-UNIPD925	4	0.6833333333333333
M_h2o_e	Pseudorhodobacter_sp_DTU-UNIPD967	8	0.2754166666666667
M_h2o_e	Rikenellaceae_sp_DTU-UNIPD929	7	0.40857142857142853
M_h2o_e	Ruminococcaceae_sp_DTU-UNIPD949	20	0.2886666666666667
M_h2o_e	Ruminococcaceae_sp_DTU-UNIPD968	31	0.20032258064516123
M_h2o_e	Sphaerochaeta_sp_DTU-UNIPD955	2	0.30666666666666664
M_h2o_e	Sphaerochaeta_sp_DTU-UNIPD963	15	0.5391111111111112
M_h2o_e	Synergistetes_sp_DTU-UNIPD919	10	0.36866666666666664
M_h2o_e	Syntrophomonas_sp_DTU-UNIPD935	14	0.41285714285714287
M_h2o_e	Syntrophothermus_sp_DTU-UNIPD934	21	0.3436507936507936
M_h2o_e	Tepidanaerobacter_sp_DTU-UNIPD928	13	0.23769230769230767
M_h2o_e	bin_8_metaspades	17	0.3896078431372549
M_h2s_e	Acetomicrobium_sp_DTU-UNIPD972	12	0.16083333333333336
M_h2s_e	Acholeplasmatales_sp_DTU-UNIPD950	22	0.22863636363636364
M_h2s_e	Acidaminococcales_sp_DTU-UNIPD952	8	0.26
M_h2s_e	Actinobacteria_sp_DTU-UNIPD965	26	0.29269230769230775
M_h2s_e	Aeromicrobium_sp_DTU-UNIPD973	13	0.31769230769230766
M_h2s_e	Alcaligenaceae_sp_DTU-UNIPD943	10	0.6926666666666665
M_h2s_e	Aminobacterium_colombiense_DTU-UNIPD933	7	0.5466666666666666
M_h2s_e	Azonexus_sp_DTU-UNIPD953	13	0.667948717948718
M_h2s_e	Bacillales_sp_DTU-UNIPD969	16	0.28124999999999994
M_h2s_e	Bacillus_sp_DTU-UNIPD918	19	0.4810526315789473
M_h2s_e	Bacillus_sp_DTU-UNIPD958	27	0.23111111111111107
M_h2s_e	Bacteroidales_sp_DTU-UNIPD922	33	0.18848484848484842
M_h2s_e	Bacteroidales_sp_DTU-UNIPD936	11	0.40939393939393937
M_h2s_e	Burkholderiales_sp_DTU-UNIPD944	9	0.6581481481481481
M_h2s_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	20	0.34683333333333327
M_h2s_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	21	0.2198412698412698
M_h2s_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	3	0.5466666666666667
M_h2s_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	18	0.36129629629629617
M_h2s_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	13	0.3493006993006993
M_h2s_e	Catabacter_sp_DTU-UNIPD932	11	0.2584848484848485
M_h2s_e	Cloacibacillus_sp_DTU-UNIPD942	34	0.22058823529411759
M_h2s_e	Clostridia_sp_DTU-UNIPD924	21	0.3825396825396825
M_h2s_e	Clostridia_sp_DTU-UNIPD946	13	0.20384615384615382
M_h2s_e	Clostridia_sp_DTU-UNIPD948	14	0.48857142857142855
M_h2s_e	Clostridia_sp_DTU-UNIPD951	27	0.2965432098765431
M_h2s_e	Clostridia_sp_DTU-UNIPD961	26	0.22423076923076912
M_h2s_e	Clostridia_sp_DTU-UNIPD964	20	0.22249999999999992
M_h2s_e	Clostridia_sp_DTU-UNIPD970	18	0.3088888888888889
M_h2s_e	Clostridiales_sp_DTU-UNIPD926	16	0.135
M_h2s_e	Clostridiales_sp_DTU-UNIPD939	15	0.3606666666666666
M_h2s_e	Clostridiales_sp_DTU-UNIPD956	13	0.5325641025641026
M_h2s_e	Clostridiales_sp_DTU-UNIPD971	17	0.34294117647058825
M_h2s_e	Fermentimonas_massiliensis_DTU-UNIPD960	13	0.548974358974359
M_h2s_e	Firmicutes_sp_DTU-UNIPD921	25	0.2830666666666665
M_h2s_e	Firmicutes_sp_DTU-UNIPD923	13	0.14307692307692307
M_h2s_e	Firmicutes_sp_DTU-UNIPD930	30	0.3517777777777777
M_h2s_e	Firmicutes_sp_DTU-UNIPD938	22	0.2854545454545454
M_h2s_e	Firmicutes_sp_DTU-UNIPD940	20	0.3443333333333333
M_h2s_e	Firmicutes_sp_DTU-UNIPD945	3	0.16333333333333333
M_h2s_e	Firmicutes_sp_DTU-UNIPD954	16	0.27812499999999996
M_h2s_e	Firmicutes_sp_DTU-UNIPD959	22	0.28469696969696967
M_h2s_e	Firmicutes_sp_DTU-UNIPD966	6	0.6749999999999999
M_h2s_e	Firmicutes_sp_DTU-UNIPD974	13	0.3194871794871794
M_h2s_e	Ilumatobacter_sp_DTU-UNIPD920	22	0.4572727272727273
M_h2s_e	Limnochordia_sp_DTU-UNIPD962	12	0.37916666666666665
M_h2s_e	Limnochordia_sp_DTU-UNIPD975	32	0.11718749999999994
M_h2s_e	Methanoculleus_thermophilus_DTU-UNIPD927	22	0.3275757575757576
M_h2s_e	Methanothermobacter_wolfeii_DTU-UNIPD957	10	0.197
M_h2s_e	Petrimonas_sp_DTU-UNIPD925	8	0.75
M_h2s_e	Pseudorhodobacter_sp_DTU-UNIPD967	16	0.5016666666666666
M_h2s_e	Rikenellaceae_sp_DTU-UNIPD929	12	0.25361111111111106
M_h2s_e	Ruminococcaceae_sp_DTU-UNIPD949	23	0.31782608695652165
M_h2s_e	Ruminococcaceae_sp_DTU-UNIPD968	30	0.1773333333333333
M_h2s_e	Sphaerochaeta_sp_DTU-UNIPD955	14	0.4802380952380952
M_h2s_e	Sphaerochaeta_sp_DTU-UNIPD963	19	0.4835087719298245
M_h2s_e	Synergistetes_sp_DTU-UNIPD919	2	0.3333333333333333
M_h2s_e	Syntrophomonas_sp_DTU-UNIPD935	16	0.5004166666666667
M_h2s_e	Syntrophothermus_sp_DTU-UNIPD934	14	0.46571428571428564
M_h2s_e	bin_8_metaspades	15	0.37533333333333324
M_h_e	Acetomicrobium_sp_DTU-UNIPD972	10	0.187
M_h_e	Acholeplasmatales_sp_DTU-UNIPD950	20	0.175
M_h_e	Acidaminococcales_sp_DTU-UNIPD952	18	0.19666666666666666
M_h_e	Actinobacteria_sp_DTU-UNIPD965	25	0.2024
M_h_e	Aeromicrobium_sp_DTU-UNIPD973	16	0.36
M_h_e	Alcaligenaceae_sp_DTU-UNIPD943	12	0.44305555555555554
M_h_e	Aminobacterium_colombiense_DTU-UNIPD933	11	0.5266666666666666
M_h_e	Azonexus_sp_DTU-UNIPD953	6	0.45388888888888884
M_h_e	Bacillales_sp_DTU-UNIPD969	13	0.23692307692307693
M_h_e	Bacillus_sp_DTU-UNIPD918	16	0.20729166666666668
M_h_e	Bacillus_sp_DTU-UNIPD958	31	0.1603225806451613
M_h_e	Bacteroidales_sp_DTU-UNIPD922	34	0.1741176470588235
M_h_e	Bacteroidales_sp_DTU-UNIPD936	10	0.4206666666666667
M_h_e	Burkholderiales_sp_DTU-UNIPD944	7	0.5633333333333334
M_h_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	21	0.17634920634920634
M_h_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	25	0.23613333333333325
M_h_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	23	0.2297101449275362
M_h_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	20	0.2586666666666666
M_h_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	10	0.2893636363636364
M_h_e	Catabacter_sp_DTU-UNIPD932	7	0.33142857142857146
M_h_e	Cloacibacillus_sp_DTU-UNIPD942	35	0.17942857142857144
M_h_e	Clostridia_sp_DTU-UNIPD924	21	0.26587301587301587
M_h_e	Clostridia_sp_DTU-UNIPD946	30	0.20499999999999996
M_h_e	Clostridia_sp_DTU-UNIPD948	11	0.23363636363636367
M_h_e	Clostridia_sp_DTU-UNIPD951	22	0.19636363636363632
M_h_e	Clostridia_sp_DTU-UNIPD961	31	0.17548387096774196
M_h_e	Clostridia_sp_DTU-UNIPD964	29	0.1510344827586207
M_h_e	Clostridia_sp_DTU-UNIPD970	19	0.19578947368421054
M_h_e	Clostridiales_sp_DTU-UNIPD926	13	0.2548717948717948
M_h_e	Clostridiales_sp_DTU-UNIPD939	16	0.180625
M_h_e	Clostridiales_sp_DTU-UNIPD956	15	0.2915555555555555
M_h_e	Clostridiales_sp_DTU-UNIPD971	22	0.331060606060606
M_h_e	Fermentimonas_massiliensis_DTU-UNIPD960	10	0.414
M_h_e	Firmicutes_sp_DTU-UNIPD921	21	0.23015873015873015
M_h_e	Firmicutes_sp_DTU-UNIPD923	10	0.36
M_h_e	Firmicutes_sp_DTU-UNIPD930	22	0.2736363636363636
M_h_e	Firmicutes_sp_DTU-UNIPD938	27	0.19111111111111112
M_h_e	Firmicutes_sp_DTU-UNIPD940	16	0.26666666666666666
M_h_e	Firmicutes_sp_DTU-UNIPD945	8	0.25
M_h_e	Firmicutes_sp_DTU-UNIPD954	21	0.14809523809523809
M_h_e	Firmicutes_sp_DTU-UNIPD959	24	0.22499999999999998
M_h_e	Firmicutes_sp_DTU-UNIPD966	10	0.258
M_h_e	Firmicutes_sp_DTU-UNIPD974	13	0.15923076923076923
M_h_e	Ilumatobacter_sp_DTU-UNIPD920	15	0.44066666666666665
M_h_e	Limnochordia_sp_DTU-UNIPD962	10	0.16699999999999998
M_h_e	Limnochordia_sp_DTU-UNIPD975	28	0.16857142857142857
M_h_e	Methanoculleus_thermophilus_DTU-UNIPD927	22	0.17378787878787877
M_h_e	Methanothermobacter_wolfeii_DTU-UNIPD957	33	0.21999999999999997
M_h_e	Petrimonas_sp_DTU-UNIPD925	2	0.75
M_h_e	Pseudorhodobacter_sp_DTU-UNIPD967	14	0.4490476190476191
M_h_e	Rikenellaceae_sp_DTU-UNIPD929	11	0.23090909090909092
M_h_e	Ruminococcaceae_sp_DTU-UNIPD949	26	0.2196153846153846
M_h_e	Ruminococcaceae_sp_DTU-UNIPD968	23	0.17217391304347823
M_h_e	Sphaerochaeta_sp_DTU-UNIPD955	4	0.29750000000000004
M_h_e	Sphaerochaeta_sp_DTU-UNIPD963	8	0.35250000000000004
M_h_e	Synergistetes_sp_DTU-UNIPD919	8	0.3875
M_h_e	Syntrophomonas_sp_DTU-UNIPD935	19	0.33491228070175444
M_h_e	Syntrophothermus_sp_DTU-UNIPD934	16	0.19645833333333337
M_h_e	Tepidanaerobacter_sp_DTU-UNIPD928	21	0.2042857142857143
M_h_e	bin_8_metaspades	20	0.37966666666666665
M_his__L_e	Bacillus_sp_DTU-UNIPD918	27	0.6164197530864196
M_his__L_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	23	0.697391304347826
M_his__L_e	Ilumatobacter_sp_DTU-UNIPD920	18	0.7905555555555556
M_his__L_e	Sphaerochaeta_sp_DTU-UNIPD955	15	0.9555555555555556
M_hxa_e	Actinobacteria_sp_DTU-UNIPD965	4	0.29000000000000004
M_hxan_e	Bacillus_sp_DTU-UNIPD918	10	0.554
M_hxan_e	Clostridia_sp_DTU-UNIPD924	7	0.44428571428571423
M_hxan_e	Clostridia_sp_DTU-UNIPD946	8	0.41500000000000004
M_hxan_e	Clostridiales_sp_DTU-UNIPD956	4	1.0
M_hxan_e	Firmicutes_sp_DTU-UNIPD959	9	0.4833333333333333
M_hxan_e	Methanothermobacter_wolfeii_DTU-UNIPD957	4	0.5075000000000001
M_hxan_e	Rikenellaceae_sp_DTU-UNIPD929	7	0.6457142857142857
M_icit_e	Bacillales_sp_DTU-UNIPD969	1	0.12
M_icit_e	Burkholderiales_sp_DTU-UNIPD944	1	1.0
M_icit_e	Methanothermobacter_wolfeii_DTU-UNIPD957	1	0.34
M_id3acald_e	Aeromicrobium_sp_DTU-UNIPD973	11	0.8418181818181818
M_id3acald_e	Burkholderiales_sp_DTU-UNIPD944	17	0.9607843137254901
M_id3acald_e	Limnochordia_sp_DTU-UNIPD975	12	0.43
M_id3acald_e	Pseudorhodobacter_sp_DTU-UNIPD967	15	0.9393333333333334
M_idon__L_e	Bacillus_sp_DTU-UNIPD918	1	0.02
M_ile__L_e	Acholeplasmatales_sp_DTU-UNIPD950	21	0.6366666666666667
