compound	receiver	receives from	average probability to receive
M_ura_e	Clostridiales_sp_DTU-UNIPD926	5	0.266
M_ura_e	Clostridiales_sp_DTU-UNIPD956	5	0.03200000000000001
M_ura_e	Clostridiales_sp_DTU-UNIPD971	2	0.025
M_ura_e	Firmicutes_sp_DTU-UNIPD923	13	0.9515384615384617
M_ura_e	Firmicutes_sp_DTU-UNIPD938	1	0.01
M_ura_e	Firmicutes_sp_DTU-UNIPD940	14	1.0
M_ura_e	Firmicutes_sp_DTU-UNIPD954	2	0.265
M_ura_e	Firmicutes_sp_DTU-UNIPD966	2	0.030000000000000002
M_ura_e	Firmicutes_sp_DTU-UNIPD974	7	0.44571428571428573
M_ura_e	Limnochordia_sp_DTU-UNIPD962	1	0.02
M_ura_e	Petrimonas_sp_DTU-UNIPD925	5	0.08600000000000001
M_ura_e	Ruminococcaceae_sp_DTU-UNIPD949	2	0.02
M_ura_e	Ruminococcaceae_sp_DTU-UNIPD968	2	0.41666666666666663
M_ura_e	Sphaerochaeta_sp_DTU-UNIPD955	3	0.02
M_ura_e	Sphaerochaeta_sp_DTU-UNIPD963	1	0.01
M_ura_e	Synergistetes_sp_DTU-UNIPD919	7	0.09571428571428574
M_ura_e	Syntrophomonas_sp_DTU-UNIPD935	2	0.17166666666666666
M_ura_e	Tepidanaerobacter_sp_DTU-UNIPD928	3	0.18666666666666668
M_ura_e	bin_8_metaspades	14	1.0
M_urea_e	Ilumatobacter_sp_DTU-UNIPD920	3	0.02
M_urea_e	Pseudorhodobacter_sp_DTU-UNIPD967	3	0.12666666666666668
M_uri_e	Fermentimonas_massiliensis_DTU-UNIPD960	1	0.01
M_uri_e	Pseudorhodobacter_sp_DTU-UNIPD967	4	0.8425
M_uri_e	Rikenellaceae_sp_DTU-UNIPD929	2	0.045000000000000005
M_val__L_e	Acetomicrobium_sp_DTU-UNIPD972	24	1.0
M_val__L_e	Acholeplasmatales_sp_DTU-UNIPD950	22	1.0
M_val__L_e	Acidaminococcales_sp_DTU-UNIPD952	25	1.0
M_val__L_e	Actinobacteria_sp_DTU-UNIPD965	23	1.0
M_val__L_e	Alcaligenaceae_sp_DTU-UNIPD943	10	0.028000000000000004
M_val__L_e	Aminobacterium_colombiense_DTU-UNIPD933	17	1.0
M_val__L_e	Azonexus_sp_DTU-UNIPD953	15	0.08800000000000002
M_val__L_e	Bacillales_sp_DTU-UNIPD969	12	0.6122222222222222
M_val__L_e	Bacillus_sp_DTU-UNIPD918	4	0.01
M_val__L_e	Bacteroidales_sp_DTU-UNIPD922	26	1.0
M_val__L_e	Bacteroidales_sp_DTU-UNIPD936	25	1.0
M_val__L_e	Burkholderiales_sp_DTU-UNIPD944	25	1.0
M_val__L_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	5	0.024
M_val__L_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	4	0.14
M_val__L_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	7	0.15714285714285717
M_val__L_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	26	1.0
M_val__L_e	Catabacter_sp_DTU-UNIPD932	12	0.05250000000000001
M_val__L_e	Cloacibacillus_sp_DTU-UNIPD942	1	0.01
M_val__L_e	Clostridia_sp_DTU-UNIPD924	1	0.02
M_val__L_e	Clostridia_sp_DTU-UNIPD946	5	0.12866666666666665
M_val__L_e	Clostridia_sp_DTU-UNIPD948	10	0.11800000000000002
M_val__L_e	Clostridia_sp_DTU-UNIPD951	4	0.1325
M_val__L_e	Clostridia_sp_DTU-UNIPD961	4	0.3775
M_val__L_e	Clostridia_sp_DTU-UNIPD964	3	0.0922222222222222
M_val__L_e	Clostridia_sp_DTU-UNIPD970	7	0.5238095238095238
M_val__L_e	Clostridiales_sp_DTU-UNIPD926	1	0.03
M_val__L_e	Clostridiales_sp_DTU-UNIPD939	18	0.8566666666666667
M_val__L_e	Clostridiales_sp_DTU-UNIPD956	5	0.05600000000000001
M_val__L_e	Clostridiales_sp_DTU-UNIPD971	24	1.0
M_val__L_e	Fermentimonas_massiliensis_DTU-UNIPD960	2	0.025
M_val__L_e	Firmicutes_sp_DTU-UNIPD921	4	0.015000000000000001
M_val__L_e	Firmicutes_sp_DTU-UNIPD923	24	1.0
M_val__L_e	Firmicutes_sp_DTU-UNIPD930	3	0.17333333333333334
M_val__L_e	Firmicutes_sp_DTU-UNIPD938	21	1.0
M_val__L_e	Firmicutes_sp_DTU-UNIPD940	5	0.304
M_val__L_e	Firmicutes_sp_DTU-UNIPD945	12	0.27
M_val__L_e	Firmicutes_sp_DTU-UNIPD954	2	0.275
M_val__L_e	Firmicutes_sp_DTU-UNIPD966	20	1.0
M_val__L_e	Firmicutes_sp_DTU-UNIPD974	4	0.015000000000000001
M_val__L_e	Ilumatobacter_sp_DTU-UNIPD920	1	0.01
M_val__L_e	Limnochordia_sp_DTU-UNIPD975	25	1.0
M_val__L_e	Methanoculleus_thermophilus_DTU-UNIPD927	3	0.023333333333333334
M_val__L_e	Petrimonas_sp_DTU-UNIPD925	26	1.0
M_val__L_e	Pseudorhodobacter_sp_DTU-UNIPD967	10	0.047
M_val__L_e	Rikenellaceae_sp_DTU-UNIPD929	23	1.0
M_val__L_e	Ruminococcaceae_sp_DTU-UNIPD949	10	0.20933333333333332
M_val__L_e	Ruminococcaceae_sp_DTU-UNIPD968	1	0.5
M_val__L_e	Sphaerochaeta_sp_DTU-UNIPD963	4	0.024999999999999998
M_val__L_e	Synergistetes_sp_DTU-UNIPD919	8	0.09875000000000002
M_val__L_e	Syntrophomonas_sp_DTU-UNIPD935	6	0.06722222222222222
M_val__L_e	Syntrophothermus_sp_DTU-UNIPD934	26	1.0
M_val__L_e	Tepidanaerobacter_sp_DTU-UNIPD928	10	0.14666666666666667
M_val__L_e	bin_8_metaspades	10	0.095
M_xan_e	Clostridiales_sp_DTU-UNIPD939	1	0.21
M_xan_e	Pseudorhodobacter_sp_DTU-UNIPD967	2	0.02
M_xan_e	Synergistetes_sp_DTU-UNIPD919	3	0.17333333333333334
M_xtsn_e	Aeromicrobium_sp_DTU-UNIPD973	5	0.026000000000000002
M_xtsn_e	Bacteroidales_sp_DTU-UNIPD936	14	0.43285714285714283
M_xtsn_e	Clostridiales_sp_DTU-UNIPD926	1	0.06
M_xtsn_e	Clostridiales_sp_DTU-UNIPD956	8	0.8825
M_xtsn_e	Rikenellaceae_sp_DTU-UNIPD929	11	0.03636363636363636
M_xtsn_e	Synergistetes_sp_DTU-UNIPD919	17	0.7994117647058824
M_xylan4_e	Clostridiales_sp_DTU-UNIPD956	2	0.615
M_xylan4_e	Firmicutes_sp_DTU-UNIPD921	1	1.0
M_xylan4_e	Firmicutes_sp_DTU-UNIPD938	2	1.0
M_xylan4_e	Firmicutes_sp_DTU-UNIPD940	5	1.0
M_xylan4_e	Methanoculleus_thermophilus_DTU-UNIPD927	1	1.0
M_xylan4_e	Synergistetes_sp_DTU-UNIPD919	8	1.0
M_xylan8_e	Clostridiales_sp_DTU-UNIPD956	1	0.33
